Day,Open,High,Low,Close,Volume,Market Cap
"Jan 11, 2022","$3,082.99","$3,247.51","$3,061.14","$3,238.11","$15,211,447,193","$15,211,447,193"
"Jan 10, 2022","$3,157.57","$3,177.21","$2,947.68","$3,083.10","$19,535,744,145","$19,535,744,145"
"Jan 09, 2022","$3,091.70","$3,206.79","$3,075.91","$3,157.75","$12,334,683,863","$12,334,683,863"
"Jan 08, 2022","$3,193.50","$3,240.30","$3,020.88","$3,091.97","$16,037,732,700","$16,037,732,700"
"Jan 07, 2022","$3,417.84","$3,420.46","$3,117.38","$3,193.21","$24,494,179,209","$24,494,179,209"
"Jan 06, 2022","$3,549.71","$3,549.71","$3,335.38","$3,418.41","$24,293,791,313","$24,293,791,313"
"Jan 05, 2022","$3,794.27","$3,842.06","$3,456.75","$3,550.39","$18,061,338,502","$18,061,338,502"
"Jan 04, 2022","$3,761.36","$3,876.79","$3,723.35","$3,794.06","$14,030,925,983","$14,030,925,983"
"Jan 03, 2022","$3,829.54","$3,836.20","$3,698.05","$3,761.38","$12,080,777,893","$12,080,777,893"
"Jan 02, 2022","$3,769.30","$3,836.16","$3,727.36","$3,829.57","$9,881,471,548","$9,881,471,548"
"Jan 01, 2022","$3,683.05","$3,769.92","$3,682.29","$3,769.70","$9,776,191,466","$9,776,191,466"
"Dec 31, 2021","$3,713.43","$3,807.29","$3,636.87","$3,682.63","$14,157,285,268","$14,157,285,268"
"Dec 30, 2021","$3,632.22","$3,767.56","$3,595.20","$3,713.85","$12,925,377,999","$12,925,377,999"
"Dec 29, 2021","$3,797.44","$3,827.98","$3,612.80","$3,628.53","$15,722,555,672","$15,722,555,672"
"Dec 28, 2021","$4,037.54","$4,037.54","$3,769.28","$3,800.89","$17,299,472,803","$17,299,472,803"
"Dec 27, 2021","$4,064.75","$4,126.00","$4,033.49","$4,037.55","$11,424,360,002","$11,424,360,002"
"Dec 26, 2021","$4,094.15","$4,105.02","$4,013.03","$4,067.33","$11,197,244,172","$11,197,244,172"
"Dec 25, 2021","$4,049.78","$4,138.57","$4,027.93","$4,093.28","$10,894,785,525","$10,894,785,525"
"Dec 24, 2021","$4,111.34","$4,134.11","$4,029.06","$4,047.98","$12,769,090,623","$12,769,090,623"
"Dec 23, 2021","$3,981.96","$4,149.03","$3,897.23","$4,108.02","$18,007,273,742","$18,007,273,742"
"Dec 22, 2021","$4,018.70","$4,073.79","$3,947.69","$3,982.10","$13,921,756,199","$13,921,756,199"
"Dec 21, 2021","$3,938.46","$4,058.82","$3,918.84","$4,020.26","$16,388,555,198","$16,388,555,198"
"Dec 20, 2021","$3,923.70","$3,980.10","$3,759.40","$3,933.84","$21,589,690,675","$21,589,690,675"
"Dec 19, 2021","$3,960.87","$4,018.66","$3,894.40","$3,922.59","$16,167,785,597","$16,167,785,597"
"Dec 18, 2021","$3,880.29","$3,993.83","$3,774.62","$3,960.86","$19,530,895,889","$19,530,895,889"
"Dec 17, 2021","$3,959.01","$3,992.79","$3,711.42","$3,879.49","$23,143,541,098","$23,143,541,098"
"Dec 16, 2021","$4,020.41","$4,110.37","$3,956.06","$3,962.47","$19,825,531,254","$19,825,531,254"
"Dec 15, 2021","$3,862.25","$4,086.37","$3,664.72","$4,018.39","$26,411,188,833","$26,411,188,833"
"Dec 14, 2021","$3,782.82","$3,866.63","$3,700.10","$3,745.44","$23,836,759,957","$23,836,759,957"
"Dec 13, 2021","$4,136.36","$4,145.96","$3,680.61","$3,784.23","$23,999,841,386","$23,999,841,386"
"Dec 12, 2021","$4,084.81","$4,173.61","$3,993.06","$4,134.45","$14,057,603,914","$14,057,603,914"
"Dec 11, 2021","$3,909.67","$4,095.65","$3,846.05","$4,084.45","$19,131,502,454","$19,131,502,454"
"Dec 10, 2021","$4,113.59","$4,227.11","$3,897.77","$3,908.50","$28,014,595,631","$28,014,595,631"
"Dec 09, 2021","$4,433.03","$4,482.31","$4,078.84","$4,119.82","$22,296,131,874","$22,296,131,874"
"Dec 08, 2021","$4,311.67","$4,453.11","$4,234.54","$4,439.36","$18,704,315,119","$18,704,315,119"
"Dec 07, 2021","$4,358.59","$4,428.59","$4,264.32","$4,315.06","$22,366,213,354","$22,366,213,354"
"Dec 06, 2021","$4,199.00","$4,375.52","$3,930.81","$4,358.74","$28,229,518,513","$28,229,518,513"
"Dec 05, 2021","$4,119.63","$4,246.92","$4,040.22","$4,198.32","$25,533,062,707","$25,533,062,707"
"Dec 04, 2021","$4,227.76","$4,242.73","$3,525.49","$4,119.59","$38,478,999,182","$38,478,999,182"
"Dec 03, 2021","$4,514.36","$4,647.29","$4,100.15","$4,220.71","$25,879,591,528","$25,879,591,528"
"Dec 02, 2021","$4,586.33","$4,628.92","$4,441.51","$4,511.30","$21,502,671,027","$21,502,671,027"
"Dec 01, 2021","$4,623.68","$4,780.73","$4,530.27","$4,586.99","$27,634,826,695","$27,634,826,695"
"Nov 30, 2021","$4,447.77","$4,753.27","$4,358.07","$4,631.48","$28,626,354,111","$28,626,354,111"
"Nov 29, 2021","$4,296.95","$4,460.85","$4,284.50","$4,445.11","$19,086,475,837","$19,086,475,837"
"Nov 28, 2021","$4,101.65","$4,297.92","$3,989.97","$4,294.45","$15,953,126,340","$15,953,126,340"
"Nov 27, 2021","$4,043.00","$4,187.68","$4,033.51","$4,096.91","$16,515,693,874","$16,515,693,874"
"Nov 26, 2021","$4,522.21","$4,550.84","$3,933.51","$4,030.91","$26,281,795,488","$26,281,795,488"
"Nov 25, 2021","$4,271.39","$4,550.52","$4,249.77","$4,274.74","$18,705,358,318","$18,705,358,318"
"Nov 24, 2021","$4,340.04","$4,376.88","$4,176.18","$4,239.98","$21,838,037,128","$21,838,037,128"
"Nov 23, 2021","$4,089.68","$4,385.48","$4,069.77","$4,340.76","$22,133,497,059","$22,133,497,059"
"Nov 22, 2021","$4,266.51","$4,302.02","$4,033.57","$4,088.46","$19,752,218,877","$19,752,218,877"
"Nov 21, 2021","$4,412.20","$4,422.49","$4,255.46","$4,269.73","$14,094,831,413","$14,094,831,413"
"Nov 20, 2021","$4,298.35","$4,434.39","$4,209.24","$4,409.93","$15,448,261,277","$15,448,261,277"
"Nov 19, 2021","$3,995.73","$4,311.71","$3,982.92","$4,298.31","$20,626,269,711","$20,626,269,711"
"Nov 18, 2021","$4,287.80","$4,343.56","$3,959.23","$4,000.65","$21,383,250,893","$21,383,250,893"
"Nov 17, 2021","$4,213.91","$4,300.31","$4,107.13","$4,287.59","$22,183,461,850","$22,183,461,850"
"Nov 16, 2021","$4,570.48","$4,891.70","$4,144.33","$4,216.37","$27,417,502,801","$27,417,502,801"
"Nov 15, 2021","$4,627.09","$4,764.64","$4,546.60","$4,557.50","$16,275,851,299","$16,275,851,299"
"Nov 14, 2021","$4,648.63","$4,689.84","$4,516.94","$4,626.36","$12,172,962,219","$12,172,962,219"
"Nov 13, 2021","$4,666.72","$4,702.12","$4,582.18","$4,651.46","$14,457,436,261","$14,457,436,261"
"Nov 12, 2021","$4,724.31","$4,808.74","$4,510.92","$4,667.12","$18,316,060,208","$18,316,060,208"
"Nov 11, 2021","$4,635.45","$4,778.06","$4,580.99","$4,730.38","$17,933,201,129","$17,933,201,129"
"Nov 10, 2021","$4,733.36","$4,859.50","$4,485.09","$4,636.17","$22,748,160,545","$22,748,160,545"
"Nov 09, 2021","$4,810.07","$4,837.59","$4,718.04","$4,735.07","$20,834,172,627","$20,834,172,627"
"Nov 08, 2021","$4,619.65","$4,822.36","$4,619.65","$4,812.09","$19,290,896,267","$19,290,896,267"
"Nov 07, 2021","$4,523.98","$4,640.92","$4,510.98","$4,620.55","$13,541,376,033","$13,541,376,033"
"Nov 06, 2021","$4,482.65","$4,531.00","$4,334.97","$4,521.58","$14,429,076,700","$14,429,076,700"
"Nov 05, 2021","$4,537.42","$4,570.90","$4,447.49","$4,486.24","$15,086,003,586","$15,086,003,586"
"Nov 04, 2021","$4,604.68","$4,606.52","$4,426.62","$4,537.32","$18,415,244,464","$18,415,244,464"
"Nov 03, 2021","$4,589.68","$4,664.91","$4,462.98","$4,607.19","$21,220,463,155","$21,220,463,155"
"Nov 02, 2021","$4,322.50","$4,599.95","$4,288.69","$4,584.80","$20,794,448,222","$20,794,448,222"
"Nov 01, 2021","$4,288.22","$4,377.32","$4,160.97","$4,324.63","$17,985,288,261","$17,985,288,261"
"Oct 31, 2021","$4,322.74","$4,394.45","$4,179.02","$4,288.07","$17,498,160,238","$17,498,160,238"
"Oct 30, 2021","$4,414.24","$4,426.85","$4,252.49","$4,325.65","$14,615,490,626","$14,615,490,626"
"Oct 29, 2021","$4,288.69","$4,455.74","$4,271.71","$4,414.75","$22,967,641,914","$22,967,641,914"
"Oct 28, 2021","$3,924.82","$4,293.15","$3,905.71","$4,287.32","$25,958,154,575","$25,958,154,575"
"Oct 27, 2021","$4,132.17","$4,299.15","$3,930.26","$3,930.26","$26,219,530,404","$26,219,530,404"
"Oct 26, 2021","$4,217.34","$4,289.13","$4,106.82","$4,131.10","$17,157,714,562","$17,157,714,562"
"Oct 25, 2021","$4,084.43","$4,236.67","$4,072.03","$4,217.88","$15,995,727,040","$15,995,727,040"
"Oct 24, 2021","$4,171.86","$4,185.73","$3,967.12","$4,087.90","$14,978,083,638","$14,978,083,638"
"Oct 23, 2021","$3,971.36","$4,171.66","$3,944.63","$4,171.66","$14,781,537,792","$14,781,537,792"
"Oct 22, 2021","$4,055.69","$4,162.98","$3,908.34","$3,970.18","$19,432,937,968","$19,432,937,968"
"Oct 21, 2021","$4,161.71","$4,366.09","$4,032.48","$4,054.32","$28,220,661,820","$28,220,661,820"
"Oct 20, 2021","$3,877.73","$4,167.47","$3,833.29","$4,155.99","$20,338,319,988","$20,338,319,988"
"Oct 19, 2021","$3,747.16","$3,883.93","$3,736.78","$3,877.65","$15,998,757,133","$15,998,757,133"
"Oct 18, 2021","$3,847.73","$3,888.21","$3,686.75","$3,748.76","$17,386,204,158","$17,386,204,158"
"Oct 17, 2021","$3,829.86","$3,914.90","$3,660.72","$3,847.10","$15,908,090,346","$15,908,090,346"
"Oct 16, 2021","$3,865.67","$3,962.45","$3,805.89","$3,830.38","$16,578,095,629","$16,578,095,629"
"Oct 15, 2021","$3,790.15","$3,895.47","$3,735.36","$3,862.63","$20,966,841,512","$20,966,841,512"
"Oct 14, 2021","$3,604.96","$3,819.26","$3,590.28","$3,786.01","$19,443,499,909","$19,443,499,909"
"Oct 13, 2021","$3,492.75","$3,607.74","$3,417.60","$3,606.20","$16,211,275,589","$16,211,275,589"
"Oct 12, 2021","$3,546.48","$3,546.48","$3,407.34","$3,492.57","$18,109,578,443","$18,109,578,443"
"Oct 11, 2021","$3,419.73","$3,622.29","$3,385.76","$3,545.35","$18,579,189,588","$18,579,189,588"
"Oct 10, 2021","$3,575.02","$3,603.24","$3,414.97","$3,425.85","$16,171,746,693","$16,171,746,693"
"Oct 09, 2021","$3,560.00","$3,628.24","$3,544.64","$3,575.72","$12,707,036,942","$12,707,036,942"
"Oct 08, 2021","$3,587.83","$3,667.96","$3,547.83","$3,563.76","$16,222,029,488","$16,222,029,488"
"Oct 07, 2021","$3,576.81","$3,650.01","$3,479.91","$3,587.97","$19,090,322,927","$19,090,322,927"
"Oct 06, 2021","$3,516.57","$3,622.55","$3,354.47","$3,580.56","$21,855,226,591","$21,855,226,591"
"Oct 05, 2021","$3,381.78","$3,541.45","$3,365.82","$3,518.52","$16,632,591,670","$16,632,591,670"
"Oct 04, 2021","$3,418.78","$3,434.78","$3,283.45","$3,380.09","$17,747,154,101","$17,747,154,101"
"Oct 03, 2021","$3,390.77","$3,484.61","$3,348.12","$3,418.36","$15,516,566,862","$15,516,566,862"
"Oct 02, 2021","$3,308.87","$3,464.84","$3,260.03","$3,391.69","$19,202,671,704","$19,202,671,704"
"Oct 01, 2021","$3,001.13","$3,329.85","$2,978.65","$3,307.52","$22,307,625,573","$22,307,625,573"
"Sep 30, 2021","$2,852.56","$3,046.52","$2,840.29","$3,001.68","$17,661,065,099","$17,661,065,099"
"Sep 29, 2021","$2,809.30","$2,946.88","$2,786.99","$2,853.14","$15,763,456,158","$15,763,456,158"
"Sep 28, 2021","$2,928.96","$2,970.77","$2,793.36","$2,807.30","$16,895,079,070","$16,895,079,070"
"Sep 27, 2021","$3,065.84","$3,163.67","$2,932.69","$2,934.14","$19,164,053,681","$19,164,053,681"
"Sep 26, 2021","$2,926.34","$3,114.86","$2,744.58","$3,062.27","$21,172,766,310","$21,172,766,310"
"Sep 25, 2021","$2,930.88","$2,968.99","$2,818.97","$2,925.57","$18,932,786,754","$18,932,786,754"
"Sep 24, 2021","$3,154.56","$3,159.64","$2,747.34","$2,931.67","$25,595,422,789","$25,595,422,789"
"Sep 23, 2021","$3,077.97","$3,173.54","$3,038.10","$3,155.52","$18,516,291,047","$18,516,291,047"
"Sep 22, 2021","$2,763.21","$3,089.08","$2,741.44","$3,077.87","$23,742,102,645","$23,742,102,645"
"Sep 21, 2021","$2,977.31","$3,101.70","$2,676.41","$2,764.43","$30,405,062,665","$30,405,062,665"
"Sep 20, 2021","$3,329.67","$3,343.33","$2,940.84","$2,958.99","$27,371,684,581","$27,371,684,581"
"Sep 19, 2021","$3,433.29","$3,448.32","$3,286.17","$3,329.45","$14,257,609,743","$14,257,609,743"
"Sep 18, 2021","$3,397.42","$3,540.81","$3,371.89","$3,432.02","$15,995,220,233","$15,995,220,233"
"Sep 17, 2021","$3,569.57","$3,589.31","$3,356.45","$3,398.54","$17,722,363,229","$17,722,363,229"
"Sep 16, 2021","$3,613.07","$3,673.31","$3,489.81","$3,571.29","$20,093,903,064","$20,093,903,064"
"Sep 15, 2021","$3,431.22","$3,615.28","$3,365.91","$3,615.28","$17,548,551,804","$17,548,551,804"
"Sep 14, 2021","$3,286.32","$3,429.17","$3,273.63","$3,429.17","$19,125,420,848","$19,125,420,848"
"Sep 13, 2021","$3,407.47","$3,426.50","$3,121.51","$3,285.51","$22,721,552,948","$22,721,552,948"
"Sep 12, 2021","$3,270.29","$3,462.47","$3,235.11","$3,410.13","$16,810,411,424","$16,810,411,424"
"Sep 11, 2021","$3,209.03","$3,346.53","$3,208.96","$3,270.28","$18,627,122,934","$18,627,122,934"
"Sep 10, 2021","$3,425.56","$3,512.57","$3,157.06","$3,211.51","$22,355,974,097","$22,355,974,097"
"Sep 09, 2021","$3,452.55","$3,562.99","$3,400.52","$3,427.34","$24,118,055,831","$24,118,055,831"
"Sep 08, 2021","$3,428.38","$3,559.12","$3,224.76","$3,497.32","$31,738,430,771","$31,738,430,771"
"Sep 07, 2021","$3,926.53","$3,945.31","$3,062.22","$3,426.39","$39,131,346,397","$39,131,346,397"
"Sep 06, 2021","$3,951.52","$3,968.43","$3,868.99","$3,928.38","$18,674,691,198","$18,674,691,198"
"Sep 05, 2021","$3,886.33","$3,979.19","$3,838.49","$3,952.13","$18,371,468,576","$18,371,468,576"
"Sep 04, 2021","$3,937.91","$3,969.45","$3,837.93","$3,887.83","$20,806,963,328","$20,806,963,328"
"Sep 03, 2021","$3,787.49","$4,022.47","$3,712.68","$3,940.61","$26,207,765,094","$26,207,765,094"
"Sep 02, 2021","$3,825.03","$3,830.71","$3,726.75","$3,790.99","$24,387,397,330","$24,387,397,330"
"Sep 01, 2021","$3,430.76","$3,836.87","$3,387.41","$3,834.83","$30,070,890,104","$30,070,890,104"
"Aug 31, 2021","$3,227.76","$3,466.99","$3,195.22","$3,433.73","$27,280,502,987","$27,280,502,987"
"Aug 30, 2021","$3,227.19","$3,346.58","$3,151.44","$3,224.37","$19,306,924,485","$19,306,924,485"
"Aug 29, 2021","$3,246.77","$3,283.24","$3,158.84","$3,227.00","$13,296,586,731","$13,296,586,731"
"Aug 28, 2021","$3,275.10","$3,284.85","$3,217.40","$3,244.40","$13,709,633,698","$13,709,633,698"
"Aug 27, 2021","$3,096.41","$3,281.84","$3,064.49","$3,270.60","$18,489,602,004","$18,489,602,004"
"Aug 26, 2021","$3,228.75","$3,249.66","$3,060.23","$3,100.33","$17,405,668,117","$17,405,668,117"
"Aug 25, 2021","$3,174.27","$3,248.73","$3,086.11","$3,224.92","$18,902,728,235","$18,902,728,235"
"Aug 24, 2021","$3,324.86","$3,358.69","$3,154.12","$3,172.46","$20,131,028,906","$20,131,028,906"
"Aug 23, 2021","$3,241.36","$3,373.38","$3,235.85","$3,319.26","$20,511,110,509","$20,511,110,509"
"Aug 22, 2021","$3,226.23","$3,272.73","$3,142.01","$3,242.12","$15,983,278,460","$15,983,278,460"
"Aug 21, 2021","$3,286.93","$3,307.35","$3,209.87","$3,226.08","$18,113,977,628","$18,113,977,628"
"Aug 20, 2021","$3,182.16","$3,298.25","$3,178.10","$3,286.94","$20,885,619,828","$20,885,619,828"
"Aug 19, 2021","$3,019.13","$3,184.44","$2,963.15","$3,182.70","$19,546,290,360","$19,546,290,360"
"Aug 18, 2021","$3,011.96","$3,124.98","$2,959.03","$3,020.09","$21,539,248,425","$21,539,248,425"
"Aug 17, 2021","$3,149.38","$3,288.81","$2,996.47","$3,014.85","$25,509,056,745","$25,509,056,745"
"Aug 16, 2021","$3,309.42","$3,333.99","$3,139.78","$3,156.51","$23,080,039,949","$23,080,039,949"
"Aug 15, 2021","$3,266.28","$3,320.08","$3,117.79","$3,310.50","$22,166,205,051","$22,166,205,051"
"Aug 14, 2021","$3,322.76","$3,329.28","$3,214.52","$3,265.44","$19,860,862,133","$19,860,862,133"
"Aug 13, 2021","$3,049.00","$3,324.67","$3,037.68","$3,322.21","$23,868,866,254","$23,868,866,254"
"Aug 12, 2021","$3,164.18","$3,236.31","$2,984.17","$3,043.41","$25,403,699,845","$25,403,699,845"
"Aug 11, 2021","$3,142.83","$3,269.21","$3,122.92","$3,164.25","$26,729,035,052","$26,729,035,052"
"Aug 10, 2021","$3,163.05","$3,228.94","$3,059.23","$3,141.69","$27,605,221,710","$27,605,221,710"
"Aug 09, 2021","$3,012.89","$3,185.70","$2,900.93","$3,167.86","$31,983,260,936","$31,983,260,936"
"Aug 08, 2021","$3,161.23","$3,184.60","$2,951.75","$3,013.73","$28,433,638,008","$28,433,638,008"
"Aug 07, 2021","$2,891.71","$3,170.23","$2,868.54","$3,157.24","$33,081,467,129","$33,081,467,129"
"Aug 06, 2021","$2,827.50","$2,944.90","$2,727.79","$2,890.94","$26,528,577,879","$26,528,577,879"
"Aug 05, 2021","$2,725.67","$2,840.43","$2,540.68","$2,827.33","$31,057,928,075","$31,057,928,075"
"Aug 04, 2021","$2,508.54","$2,764.44","$2,463.47","$2,724.62","$25,038,698,173","$25,038,698,173"
"Aug 03, 2021","$2,609.41","$2,630.31","$2,449.35","$2,502.35","$22,696,753,413","$22,696,753,413"
"Aug 02, 2021","$2,557.77","$2,665.73","$2,511.38","$2,610.15","$22,162,754,104","$22,162,754,104"
"Aug 01, 2021","$2,530.46","$2,695.43","$2,520.93","$2,561.85","$22,697,987,055","$22,697,987,055"
"Jul 31, 2021","$2,461.58","$2,551.16","$2,423.82","$2,536.21","$18,001,710,283","$18,001,710,283"
"Jul 30, 2021","$2,382.55","$2,469.70","$2,322.34","$2,466.96","$20,212,848,934","$20,212,848,934"
"Jul 29, 2021","$2,299.01","$2,396.45","$2,273.40","$2,380.96","$16,313,373,113","$16,313,373,113"
"Jul 28, 2021","$2,302.08","$2,341.78","$2,250.91","$2,296.55","$18,991,302,378","$18,991,302,378"
"Jul 27, 2021","$2,230.20","$2,316.95","$2,154.73","$2,298.33","$23,067,480,378","$23,067,480,378"
"Jul 26, 2021","$2,191.31","$2,428.82","$2,177.33","$2,233.37","$29,614,324,233","$29,614,324,233"
"Jul 25, 2021","$2,187.15","$2,194.44","$2,108.83","$2,191.37","$14,566,483,636","$14,566,483,636"
"Jul 24, 2021","$2,123.96","$2,197.65","$2,107.32","$2,189.22","$16,057,446,601","$16,057,446,601"
"Jul 23, 2021","$2,025.11","$2,129.44","$2,000.44","$2,124.78","$16,200,392,492","$16,200,392,492"
"Jul 22, 2021","$1,994.82","$2,044.12","$1,954.30","$2,025.20","$17,495,480,331","$17,495,480,331"
"Jul 21, 2021","$1,786.28","$2,025.68","$1,759.02","$1,990.97","$21,253,359,756","$21,253,359,756"
"Jul 20, 2021","$1,819.08","$1,837.00","$1,722.05","$1,787.51","$17,368,597,636","$17,368,597,636"
"Jul 19, 2021","$1,893.05","$1,916.12","$1,807.91","$1,817.30","$14,157,735,481","$14,157,735,481"
"Jul 18, 2021","$1,900.19","$1,988.34","$1,883.01","$1,895.55","$13,791,868,728","$13,791,868,728"
"Jul 17, 2021","$1,876.88","$1,917.60","$1,855.59","$1,898.83","$13,364,282,076","$13,364,282,076"
"Jul 16, 2021","$1,916.60","$1,959.70","$1,853.59","$1,880.38","$14,884,569,147","$14,884,569,147"
"Jul 15, 2021","$1,994.71","$2,037.74","$1,883.27","$1,911.18","$15,688,092,552","$15,688,092,552"
"Jul 14, 2021","$1,941.17","$2,015.11","$1,869.22","$1,994.33","$17,342,819,679","$17,342,819,679"
"Jul 13, 2021","$2,034.10","$2,040.69","$1,922.58","$1,940.08","$16,621,628,658","$16,621,628,658"
"Jul 12, 2021","$2,140.51","$2,167.71","$2,011.02","$2,036.72","$17,768,129,077","$17,768,129,077"
"Jul 11, 2021","$2,110.88","$2,172.65","$2,083.80","$2,139.66","$14,705,386,138","$14,705,386,138"
"Jul 10, 2021","$2,147.00","$2,190.12","$2,081.92","$2,111.40","$17,581,542,471","$17,581,542,471"
"Jul 09, 2021","$2,115.57","$2,185.38","$2,051.07","$2,146.69","$23,029,574,602","$23,029,574,602"
"Jul 08, 2021","$2,317.95","$2,324.01","$2,089.41","$2,120.03","$23,188,123,689","$23,188,123,689"
"Jul 07, 2021","$2,323.21","$2,403.77","$2,298.03","$2,315.16","$22,398,345,285","$22,398,345,285"
"Jul 06, 2021","$2,197.92","$2,346.29","$2,197.92","$2,324.68","$20,891,861,314","$20,891,861,314"
"Jul 05, 2021","$2,321.92","$2,321.92","$2,163.04","$2,198.58","$20,103,794,829","$20,103,794,829"
"Jul 04, 2021","$2,226.55","$2,384.29","$2,190.84","$2,321.72","$18,787,107,473","$18,787,107,473"
"Jul 03, 2021","$2,150.84","$2,237.57","$2,117.59","$2,226.11","$17,433,361,641","$17,433,361,641"
"Jul 02, 2021","$2,109.89","$2,155.60","$2,021.82","$2,150.04","$31,796,212,554","$31,796,212,554"
"Jul 01, 2021","$2,274.40","$2,274.40","$2,081.08","$2,113.61","$29,061,701,793","$29,061,701,793"
"Jun 30, 2021","$2,164.22","$2,282.99","$2,090.76","$2,274.55","$25,828,056,268","$25,828,056,268"
"Jun 29, 2021","$2,083.45","$2,242.24","$2,076.24","$2,160.77","$24,815,124,419","$24,815,124,419"
"Jun 28, 2021","$1,981.39","$2,139.81","$1,963.62","$2,079.66","$25,514,602,841","$25,514,602,841"
"Jun 27, 2021","$1,831.00","$1,979.96","$1,811.25","$1,978.89","$19,885,474,742","$19,885,474,742"
"Jun 26, 2021","$1,810.88","$1,850.18","$1,719.56","$1,829.24","$20,637,542,361","$20,637,542,361"
"Jun 25, 2021","$1,989.22","$2,017.76","$1,794.40","$1,813.22","$22,774,334,998","$22,774,334,998"
"Jun 24, 2021","$1,968.96","$2,032.34","$1,887.43","$1,988.46","$20,272,845,769","$20,272,845,769"
"Jun 23, 2021","$1,878.63","$2,043.53","$1,827.57","$1,989.74","$28,408,659,206","$28,408,659,206"
"Jun 22, 2021","$1,886.67","$1,993.16","$1,707.60","$1,874.95","$35,547,251,725","$35,547,251,725"
"Jun 21, 2021","$2,245.32","$2,259.46","$1,867.19","$1,888.45","$33,745,173,825","$33,745,173,825"
"Jun 20, 2021","$2,171.34","$2,275.38","$2,049.96","$2,246.36","$22,535,930,423","$22,535,930,423"
"Jun 19, 2021","$2,235.16","$2,278.41","$2,168.88","$2,178.50","$18,765,854,896","$18,765,854,896"
"Jun 18, 2021","$2,374.59","$2,377.20","$2,147.31","$2,231.73","$22,752,818,388","$22,752,818,388"
"Jun 17, 2021","$2,367.31","$2,457.18","$2,312.30","$2,372.00","$21,871,633,186","$21,871,633,186"
"Jun 16, 2021","$2,544.86","$2,554.63","$2,354.35","$2,367.66","$24,101,926,180","$24,101,926,180"
"Jun 15, 2021","$2,587.76","$2,639.23","$2,515.15","$2,610.94","$29,005,279,219","$29,005,279,219"
"Jun 14, 2021","$2,508.77","$2,606.43","$2,469.39","$2,537.89","$26,964,576,331","$26,964,576,331"
"Jun 13, 2021","$2,372.69","$2,547.37","$2,312.64","$2,508.39","$27,092,945,370","$27,092,945,370"
"Jun 12, 2021","$2,354.75","$2,447.23","$2,265.76","$2,372.48","$25,724,364,410","$25,724,364,410"
"Jun 11, 2021","$2,472.86","$2,495.41","$2,326.87","$2,353.77","$24,832,564,195","$24,832,564,195"
"Jun 10, 2021","$2,611.14","$2,619.96","$2,435.40","$2,471.52","$28,753,626,390","$28,753,626,390"
"Jun 09, 2021","$2,510.20","$2,625.07","$2,412.20","$2,608.27","$36,075,832,186","$36,075,832,186"
"Jun 08, 2021","$2,594.60","$2,620.85","$2,315.55","$2,517.44","$41,909,736,778","$41,909,736,778"
"Jun 07, 2021","$2,713.05","$2,845.19","$2,584.00","$2,590.26","$30,600,111,277","$30,600,111,277"
"Jun 06, 2021","$2,629.75","$2,743.44","$2,616.16","$2,715.09","$25,311,639,414","$25,311,639,414"
"Jun 05, 2021","$2,691.62","$2,817.48","$2,558.23","$2,630.58","$30,496,672,724","$30,496,672,724"
"Jun 04, 2021","$2,857.17","$2,857.17","$2,562.64","$2,688.19","$34,173,841,611","$34,173,841,611"
"Jun 03, 2021","$2,708.38","$2,891.25","$2,667.68","$2,855.13","$30,038,207,402","$30,038,207,402"
"Jun 02, 2021","$2,634.46","$2,801.39","$2,555.40","$2,706.12","$27,723,267,359","$27,723,267,359"
"Jun 01, 2021","$2,707.56","$2,739.74","$2,531.16","$2,633.52","$27,363,223,090","$27,363,223,090"
"May 31, 2021","$2,387.20","$2,715.86","$2,279.51","$2,714.95","$31,007,383,150","$31,007,383,150"
"May 30, 2021","$2,278.29","$2,472.19","$2,188.83","$2,390.31","$25,876,619,428","$25,876,619,428"
"May 29, 2021","$2,414.07","$2,566.94","$2,208.49","$2,279.51","$33,773,720,220","$33,773,720,220"
"May 28, 2021","$2,742.47","$2,761.36","$2,336.36","$2,419.91","$39,999,114,805","$39,999,114,805"
"May 27, 2021","$2,888.75","$2,888.75","$2,642.61","$2,736.49","$33,373,635,283","$33,373,635,283"
"May 26, 2021","$2,707.05","$2,911.74","$2,652.09","$2,888.70","$42,499,766,020","$42,499,766,020"
"May 25, 2021","$2,649.03","$2,750.53","$2,394.36","$2,706.63","$49,558,333,256","$49,558,333,256"
"May 24, 2021","$2,099.94","$2,672.60","$2,090.64","$2,643.59","$53,697,121,740","$53,697,121,740"
"May 23, 2021","$2,298.37","$2,384.41","$1,737.47","$2,109.58","$56,005,721,977","$56,005,721,977"
"May 22, 2021","$2,436.01","$2,483.98","$2,168.12","$2,295.71","$42,089,937,660","$42,089,937,660"
"May 21, 2021","$2,772.34","$2,938.21","$2,113.35","$2,430.62","$53,774,070,802","$53,774,070,802"
"May 20, 2021","$2,439.64","$2,993.15","$2,170.23","$2,784.29","$67,610,826,680","$67,610,826,680"
"May 19, 2021","$3,382.66","$3,437.94","$1,952.46","$2,460.68","$84,482,912,776","$84,482,912,776"
"May 18, 2021","$3,276.87","$3,562.47","$3,246.40","$3,380.07","$40,416,525,218","$40,416,525,218"
"May 17, 2021","$3,581.34","$3,587.77","$3,129.01","$3,282.40","$54,061,732,774","$54,061,732,774"
"May 16, 2021","$3,641.83","$3,878.90","$3,350.95","$3,587.51","$47,359,478,734","$47,359,478,734"
